cw,222.74373288219317
cb,81.8122577493032
cw,16.029256481630497
cw,205.25674880215732
cw,198.30373117809233
cb,80.43724701850022
cw,195.57199739376654
cw,191.1684088713551
cw,204.91280029006415
cw,207.10906166603286
cw,204.03480707729491
cw,187.29361117252157
cw,188.4726776890369
cw,217.54019828687424
cb,46.95902699383961
cb,169.85146328913524
cw,179.05860933462748
cw,198.87111188057548
cw,179.82057302246355
cw,192.71457738573685
cb,81.7009277393136
cw,206.55507753165244
cb,76.88501154978876
cw,190.14822000375673
cb,75.77868556041435
cw,113.37426816302056
cb,86.37432254324399
cw,184.4991551959935
cb,63.66705136858137
cw,211.15653712422818
cw,197.87936727169097
cb,78.88541945159629
cw,202.62135044882706
cw,198.81175290194645
cw,193.20849480541182
cb,64.80413849687443
cb,96.22877439697913
cw,202.86896802983946
cb,242.48753035419998
cw,210.85816947380997
cb,113.8078382706646
cb,65.65784550955036
cb,94.08617711947691
cb,30.796762001475884
cb,105.83872531946693
cb,86.88776962167127
cw,207.92689189217757
cw,195.7399744256422
cw,193.78132988949457
cb,42.664331038814076
cb,85.54588098914296
cb,124.63505202937895
cw,187.3410918246024
cw,215.2066656658946
cw,24.812101236145224
cw,195.08114575270318
cb,72.96975749956901
cb,66.59881549843315
cw,197.83346036336607
cb,77.25030221216275
cw,141.75401555644865
cw,30.939675882194834
cb,70.84619725218424
cw,178.17447918496975
cw,190.17190928280118
cb,90.68721010444057
cw,171.43708549025845
cw,160.38098709672815
cw,146.22682650405503
cb,222.01887596316917
cb,86.79375912980221
cw,176.23134501679064
cb,62.28109786173839
cb,63.03508004446338
cb,70.0810878483257
cb,100.30458214346768
cw,198.86588161754355
cb,23.717844290140064
cw,154.02788553746632
cw,203.5466365784224
cw,173.08840113239535
cw,186.22907730426203
cw,209.60580116688033
cb,74.93885601186086
cw,195.15484489042507
cw,91.86178659022684
cw,197.4445727805647
cb,53.70338242845119
cw,189.92068866053893
cw,209.48631998231815
cb,102.76985159996879
cb,70.51609521364388
cw,188.66629878256686
cb,98.2112002731938
cw,197.68575146925016
cw,185.46719428032128
cw,188.1910671590476
cw,190.64102371276266
cw,195.82780682286514
cb,85.61927202232654
cw,236.33702753597177
cw,195.72769021450927
cw,188.74552034613495
cb,91.67162719589807
cb,76.50052986642135
cw,188.50473543008164
cb,108.96452989935507
cb,108.53718547819648
cw,213.9538825768031
cw,190.97290474806468
cb,65.32314685721381
cw,247.29669606646348
cw,208.70367741159805
cb,61.82409746147488
cb,93.51916249515463
cb,61.12898975863631
cw,202.68123722707008
cb,53.46753567306162
cw,195.6752896931411
cb,117.41289243768594
cw,189.52714656596177
cw,184.53221403747332
cw,76.56807448173906
cw,182.30093624674151
cw,199.75697189205113
cw,193.81115619742945
cw,187.15410157309358
cw,201.0846698493877
cw,192.985141271489
cw,204.68427728734343
cb,65.79876606805377
cb,72.15739350819601
cb,53.083437823549325
cb,89.51468953876928
cb,61.327161097234736
cb,67.27336481014
cw,199.75587934672674
cb,75.667766395935
cw,224.4567563248201
cw,213.77118214505796
cw,202.44730120161827
cb,242.66336162657248
cb,64.19455562834187
cw,196.4961094330682
cb,63.67316955315153
cb,84.18354410956502
cw,180.8520292764155
cb,90.88964493135614
cb,102.42642382466889
cb,83.71770415340116
cb,93.26053638517034
cb,95.96862884636674
cw,195.28354454645347
cb,48.102691668797114
cw,222.50062257595013
cw,188.0220048424494
cb,80.74692132805632
cb,40.682538767603944
cw,188.2915363396279
